"Wollaston Beach, Quincy: Bacterial Water Quality",,,,,,,,,,,
,,,,Milton Road,,Channing Street,,Sachem Street,,Rice Road,
"July 1, 2009",0.61,0.68,1.13,,278,<,10,,20,<,10
"June 30, 2009",0.07,0.52,0.55,,31,,86,,52,,10
"June 29, 2009",0.45,0.48,0.48,,20,,10500,,52,<,10
"June 28, 2009",0.03,0.03,0.06,,20,,120,,74,,51
"June 27, 2009",0,0.03,0.08,,10,,146,,41,,382
"June 26, 2009",0.03,0.08,0.22,,12,,4,,28,<,2
"June 25, 2009",0.05,0.19,0.21,,121,,92,,2,,6
"June 24, 2009",0.14,0.16,0.55,,199,,5790,,1780,,161
"June 23, 2009",0.02,0.41,0.45,,836,,2490,,1140,,546
"June 22, 2009",0.39,0.43,0.43,,4610,,9210,,2910,,213
"June 21, 2009",0.04,0.04,0.54,,771,,933,,41,,41
"June 20, 2009",0,0.5,0.93,,171,,31,,20,,63
"June 19, 2009",0.5,0.93,0.93,,414,,64,<,10,,27
"June 18, 2009",0.43,0.43,0.43,,17,<,2,,51,,2
"June 15, 2009",0,0.2,0.2,,118,,12,,46,,13
"June 11, 2009",0.2,0.2,0.3,,238,,6,,6,,2
"June 4, 2009",0,0,0,,32,,12,,2,,8
"June 1, 2009",0,0.03,0.17,,,,7,,,,
"May 29, 2009",0.13,0.13,0.29,,71,,146,,17,,35
"May 21, 2009",0,0,0,,2,,8,<,2,<,2
"August 31, 2008",0,0,0,,20,,30,,10,,20
"August 30, 2008",0,0,0,,145,<,10,,31,,109
"August 29, 2008",0,0,0,,22,,38,,14,,51
"August 28, 2008",0,0,0,,6,,60,,4,<,2
"August 27, 2008",0,0,0,<,10,<,10,<,10,,10
"August 26, 2008",0,0,0,,10,,30,,10,,20
"August 25, 2008",0,0,0,<,10,<,10,<,10,<,10
"August 24, 2008",0,0,0,<,10,,10,<,10,<,10
"August 23, 2008",0,0,0,,10,,10,<,10,,10
"August 22, 2008",0,0,0,,2,,4,,2,<,2
"August 21, 2008",0,0,0.01,,4,,10,,12,,42
"August 20, 2008",0,0.01,0.01,,73,,20,,81,,41
"August 19, 2008",0.01,0.01,0.01,,41,,10,,119,,30
"August 18, 2008",0,0,0,,62,,20,,52,,30
"August 17, 2008",0,0,0.35,,10,<,10,,20,<,10
"August 16, 2008",0,0.35,0.44,<,10,<,10,<,10,<,10
"August 15, 2008",0.35,0.44,0.44,,27,,20,,8,,6
"August 14, 2008",0.09,0.09,0.19,,8,,6,,54,,42
"August 13, 2008",0,0.1,0.16,<,10,<,10,,20,<,10
"August 12, 2008",0.1,0.16,1.41,,199,,85,,119,,2380
"August 11, 2008",0.06,1.31,1.31,<,10,<,10,<,10,<,10
"August 10, 2008",1.25,1.25,2.56,<,10,<,10,,10,,10
"August 9, 2008",0,1.31,1.45,,41,,20,,31,,20
"August 8, 2008",1.31,1.45,1.73,,18,,608,,8,,2
"August 7, 2008",0.14,0.42,0.42,,95,,98,,4,<,2
"August 6, 2008",0.28,0.28,0.28,<,10,,609,,1050,,98
"August 5, 2008",0,0,0.33,,132,,52,,97,,156
"August 4, 2008",0,0.33,0.88,,73,,41,,52,,41
"August 3, 2008",0.33,0.88,0.88,,10,<,10,<,10,<,10
"August 2, 2008",0.55,0.55,0.59,,20,,10,,20,<,10
"August 1, 2008",0,0.04,0.04,,16,,18,,17,<,2
"July 31, 2008",0.04,0.04,0.04,,10,,6,,7,<,2
"July 30, 2008",0,0,0,,74,,31,,10,,185
"July 29, 2008",0,0,0.19,,10,,10,<,10,<,10
"July 28, 2008",0,0.19,0.19,<,10,,31,<,10,<,10
"July 27, 2008",0.19,0.19,0.19,<,10,<,10,<,10,<,10
"July 26, 2008",0,0,2.16,<,10,,10,<,10,<,10
"July 25, 2008",0,2.16,2.82,,200,,310,,264,,10
"July 24, 2008",2.16,2.82,3.07,,250,,200,,20,,30
"July 23, 2008",0.66,0.91,1.05,,7270,,959,,4110,,393
"July 22, 2008",0.25,0.39,1.54,<,10,,393,,457,,228
"July 21, 2008",0.14,1.29,1.29,,52,,146,<,10,,52
"July 20, 2008",1.15,1.15,1.28,<,10,<,10,<,10,<,10
"July 19, 2008",0,0.13,0.13,,10,<,10,,10,,10
"July 18, 2008",0.13,0.13,0.13,,46,,2,<,2,<,2
"July 17, 2008",0,0,0,,8,,2,,23,,15
"July 16, 2008",0,0,0.07,,249,,85,,52,,109
"July 15, 2008",0,0.07,0.07,<,10,,10,,10,<,10
"July 14, 2008",0.07,0.07,0.07,,10,<,10,<,10,,20
"July 13, 2008",0,0,0,,10,,10,<,10,,10
"July 12, 2008",0,0,0.01,<,10,,62,<,10,,10
"July 11, 2008",0,0.01,0.05,<,2,<,2,,6,,4
"July 10, 2008",0.01,0.05,0.05,,4,,6,,8,,32
"July 9, 2008",0.04,0.04,0.04,<,10,<,10,,10,<,10
"July 8, 2008",0,0,0,<,10,<,10,<,10,,10
"July 7, 2008",0,0,0.01,,10,,181,,110,,41
"July 6, 2008",0,0.01,0.21,<,10,,354,<,10,<,10
"July 5, 2008",0.01,0.21,0.33,,185,,231,,97,,134
"July 4, 2008",0.2,0.32,0.98,,2900,,2930,,49,,970
"July 3, 2008",0.12,0.78,0.95,,52,,30,,25,<,2
"June 30, 2008",0,0,0,,10,<,10,,10,<,10
"June 29, 2008",0,0,0.66,,657,,669,,74,,86
"June 28, 2008",0,0.66,0.66,,96,,108,,175,,504
"June 27, 2008",0.66,0.66,0.66,,4,,2,,2,<,2
"June 26, 2008",0,0,0.78,,20,,2,,6,,10
"June 25, 2008",0,0.78,1.24,,52,<,10,<,10,,63
"June 24, 2008",0.78,1.24,1.24,<,10,,41,,31,,10
"June 23, 2008",0.46,0.46,0.46,<,10,,10,,31,<,10
"June 22, 2008",0,0,0.03,<,10,<,10,<,10,,31
"June 21, 2008",0,0.03,0.03,<,10,,10,,10,<,10
"June 20, 2008",0.03,0.03,0.03,,12,,6,<,2,,2
"June 19, 2008",0,0,0,,4,,4,,10,<,2
"June 12, 2008",0,0,0,<,2,,15,<,2,,2
"June 4, 2008",0.56,0.56,0.56,,10,,4,<,2,,2
"May 30, 2008",0,0,0,<,2,,18,,4,,4
"May 28, 2008",0,0.99,0.99,,362,,223,,370,,102
"May 22, 2008",0.33,0.33,0.33,<,10,,4,,6,,2
"August 31, 2007",0.01,0.01,0.01,,22,,38,,4,,42
"August 30, 2007",0,0,0,,4,,12,<,2,,4
"August 29, 2007",0,0,0,<,10,<,10,<,10,<,10
"August 28, 2007",0,0,0,<,10,<,10,<,10,<,10
"August 27, 2007",0,0,0,,20,<,10,,52,,10
"August 26, 2007",0,0,0,<,10,,10,<,10,,187
"August 25, 2007",0,0,0,<,10,<,10,,10,<,10
"August 24, 2007",0,0,0,<,2,,6,,4,,4
"August 23, 2007",0,0,0,,32,,4,,28,,12
"August 22, 2007",0,0,0,,10,<,10,,31,<,10
"August 21, 2007",0,0,0,,10,,10,<,10,<,10
"August 20, 2007",0,0,0.04,,31,,10,,31,<,10
"August 19, 2007",0,0.04,0.04,,20,,20,,41,<,10
"August 18, 2007",0.04,0.04,0.04,,20,,158,,20,,52
"August 17, 2007",0,0,0,,2,,15,,12,<,2
"August 16, 2007",0,0,0,<,2,,14,,71,,6
"August 15, 2007",0,0,0,<,10,<,10,<,10,<,10
"August 14, 2007",0,0,0,,20,,10,,10,<,10
"August 13, 2007",0,0,0,<,10,,10,<,10,<,10
"August 12, 2007",0,0,0.09,,10,,10,,20,<,10
"August 11, 2007",0,0.09,0.09,<,10,,41,<,10,<,10
"August 10, 2007",0.09,0.09,0.37,,2,,49,,37,,6
"August 9, 2007",0,0.28,0.28,,2,,8,,12,,6
"August 8, 2007",0.28,0.28,0.52,<,10,,10,,20,<,10
"August 7, 2007",0,0.24,0.24,,20,,122,,52,,41
"August 6, 2007",0.24,0.24,0.24,<,10,<,10,<,10,<,10
"August 5, 2007",0,0,0,<,10,<,10,,10,<,10
"August 4, 2007",0,0,0,,10,,10,,10,,20
"August 3, 2007",0,0,0,,18,,7,,25,,12
"August 2, 2007",0,0,0,,12,,10,,17,<,2
"August 1, 2007",0,0,1.72,,31,,31,,86,<,10
"July 31, 2007",0,1.72,1.72,,52,,10,,132,<,10
"July 30, 2007",1.72,1.72,4.04,,717,,63,,2010,<,10
"July 29, 2007",0,2.32,2.32,,74,,158,,86,,161
"July 28, 2007",2.32,2.32,2.32,,10,,203,,41,,41
"July 27, 2007",0,0,0,,4,,2,<,2,,6
"July 26, 2007",0,0,0,,8,,4,,14,,12
"July 25, 2007",0,0,0.06,,20,,10,,10,<,10
"July 24, 2007",0,0.06,0.06,,20,<,10,,20,<,10
"July 23, 2007",0.06,0.06,0.06,,20,,10,,218,<,10
"July 22, 2007",0,0,0.01,,20,<,10,<,10,,10
"July 21, 2007",0,0.01,0.12,<,10,<,10,<,10,<,10
"July 20, 2007",0.01,0.12,0.29,<,2,,2,<,2,<,2
"July 19, 2007",0.11,0.28,0.28,,29,,35,,6,<,2
"July 18, 2007",0.17,0.17,0.17,<,10,<,10,<,10,<,10
"July 17, 2007",0,0,0,<,10,<,10,<,10,<,10
"July 16, 2007",0,0,0,<,10,<,10,<,10,<,10
"July 15, 2007",0,0,0,<,10,,52,<,10,<,10
"July 14, 2007",0,0,0.05,,31,<,10,,20,<,10
"July 13, 2007",0,0.05,0.05,<,2,<,2,,2,<,2
"July 12, 2007",0.05,0.05,0.05,,8,,21,,41,,65
"July 11, 2007",0,0,0.23,,20,<,10,,20,<,10
"July 10, 2007",0,0.23,0.25,,98,,41,,121,<,10
"July 9, 2007",0.23,0.25,0.25,,52,,86,,1370,,10
"July 8, 2007",0.02,0.02,0.02,<,10,<,10,,20,<,10
"July 7, 2007",0,0,0.31,,10,<,10,,10,,10
"July 6, 2007",0,0.31,0.36,,2,,23,,308,,6
"July 5, 2007",0.31,0.36,0.36,<,2,,4,,4,,2
"July 4, 2007",0.05,0.05,0.05,<,10,,10,<,10,<,10
"July 3, 2007",0,0,0.21,<,10,<,10,<,10,,10
"July 2, 2007",0,0.21,0.21,<,10,,10,,10,<,10
"July 1, 2007",0.21,0.21,0.21,<,10,<,10,,51,<,10
"June 30, 2007",0,0,0.02,,10,,41,,31,,20
"June 29, 2007",0,0.02,0.02,,33,,143,,140,,86
"June 28, 2007",0.02,0.02,0.02,,4,,130,,2,,12
"June 27, 2007",0,0,0,,10,<,10,<,10,<,10
"June 26, 2007",0,0,0,<,10,,10,<,10,<,10
"June 25, 2007",0,0,0,<,10,,20,<,10,<,10
"June 24, 2007",0,0,0.03,,10,<,10,,10,<,10
"June 23, 2007",0,0.03,0.12,,10,<,10,<,10,,20
"June 22, 2007",0.03,0.12,0.28,,13,,6,,4,,2
"June 21, 2007",0.09,0.25,0.25,,2,,8,,12,,6
"June 20, 2007",0.16,0.16,0.16,<,10,<,10,,10,<,10
"June 19, 2007",0,0,0.02,<,10,<,10,,10,<,10
"June 18, 2007",0,0.02,0.02,<,10,,10,<,10,<,10
"June 15, 2007",0,0,0,,30,,37,,4,,13
"June 14, 2007",0,0,0.07,,108,,55,<,2,,4
"June 7, 2007",0,0,0,,2,,17,,22,,37
"May 31, 2007",0,0,0,,32,,10,,2,,2
"May 24, 2007",0,0,0,,8,<,2,,4,<,2
"September 4, 2006",0,0.25,0.25,<,5,,15,,20,,5
"September 3, 2006",0.25,0.25,0.25,,70,,10,,150,,20
"September 2, 2006",0,0,0,,30,,15,,15,,10
"September 1, 2006",0,0,0,,2,,10,,4,,6
"August 31, 2006",0,0,0.14,,8,,38,,156,,108
"August 30, 2006",0,0.14,0.25,>,1000,>,1000,>,1000,>,1000
"August 29, 2006",0.14,0.25,0.65,,100,,20,,230,,10
"August 28, 2006",0.11,0.51,0.51,,45,,30,,15,,35
"August 27, 2006",0.4,0.4,1.24,,185,,10,,15,,10
"August 26, 2006",0,0.84,0.85,,10,,30,,120,<,10
"August 25, 2006",0.84,0.85,0.85,,44,,44,,54,,56
"August 24, 2006",0.01,0.01,0.01,,15,,20,,40,,12
"August 23, 2006",0,0,0,,135,,60,,810,,5
"August 22, 2006",0,0,0.8,<,5,,35,,25,<,5
"August 21, 2006",0,0.8,0.8,,60,,50,,20,,90
"August 20, 2006",0.8,0.8,0.8,,95,,20,,75,<,5
"August 19, 2006",0,0,0,,5,<,5,,10,<,5
"August 18, 2006",0,0,0,<,2,,2,<,2,,2
"August 17, 2006",0,0,0.53,,12,,2,,4,,2
"August 16, 2006",0,0.53,0.53,,10,<,10,,10,,20
"August 15, 2006",0.53,0.53,0.53,,10,,10,,30,<,10
"August 14, 2006",0,0,0,,10,,60,,20,<,5
"August 13, 2006",0,0,0,<,5,,95,,65,<,5
"August 12, 2006",0,0,0,<,5,,35,<,5,<,5
"August 11, 2006",0,0,0,,12,,4,,14,,13
"August 10, 2006",0,0,0,,5,,7,,8,,10
"August 9, 2006",0,0,0.04,,5,,15,,20,,30
"August 8, 2006",0,0.04,0.04,<,5,,40,,5,,20
"August 7, 2006",0.04,0.04,0.04,<,5,,50,,5,<,5
"August 6, 2006",0,0,0.31,,10,<,5,,5,<,5
"August 5, 2006",0,0.31,0.31,,15,<,5,,30,<,5
"August 4, 2006",0.31,0.31,0.31,,6,<,2,,12,,2
"August 3, 2006",0,0,0.02,,12,,16,,4,<,2
"August 2, 2006",0,0.02,0.02,,5,<,5,,10,<,5
"August 1, 2006",0.02,0.02,0.02,<,5,,5,,15,<,5
"July 31, 2006",0,0,0,<,5,,60,,10,,5
"July 30, 2006",0,0,0.29,,15,,25,,25,<,5
"July 29, 2006",0,0.29,0.29,,15,,445,<,5,,5
"July 28, 2006",0.29,0.29,0.29,<,2,<,2,<,2,,8
"July 27, 2006",0,0,0,,4,<,2,,2,,4
"July 26, 2006",0,0,0,<,5,,10,,25,<,5
"July 25, 2006",0,0,0.11,,10,,15,<,5,<,5
"July 24, 2006",0,0.11,0.23,,15,,45,,25,,70
"July 23, 2006",0.11,0.23,1.52,,50,,670,,300,,465
"July 22, 2006",0.12,1.41,1.41,>,1000,,625,,910,,645
"July 21, 2006",1.29,1.29,1.48,<,2,,2,,5,,6
"July 20, 2006",0,0.19,0.41,,41,,78,,97,,8
"July 19, 2006",0.19,0.41,0.41,,20,,25,,35,,15
"July 18, 2006",0.22,0.22,0.22,<,5,<,5,<,5,,5
"July 17, 2006",0,0,0,,10,,10,,20,<,5
"July 16, 2006",0,0,0,<,5,,5,<,5,<,5
"July 15, 2006",0,0,0.17,<,5,,65,,35,<,5
"July 14, 2006",0,0.17,1.19,,62,,138,,5,,48
"July 13, 2006",0.17,1.19,1.21,,113,,162,,129,,16
"July 12, 2006",1.02,1.04,1.04,,75,<,5,<,5,,5
"July 11, 2006",0.02,0.02,0.02,<,5,<,5,,55,<,5
"July 10, 2006",0,0,0,<,5,,5,<,5,<,5
"July 9, 2006",0,0,0,,10,,5,,5,<,5
"July 8, 2006",0,0,0.15,,15,,,,40,<,5
"July 7, 2006",0,0.15,0.15,,4,<,2,,4,,16
"July 6, 2006",0.15,0.15,0.15,,13,,49,,10,<,2
"July 5, 2006",0,0,0,<,5,,20,,10,,5
"July 4, 2006",0,0,0,<,5,<,5,,200,,100
"July 3, 2006",0,0,0,<,5,,15,,10,<,5
"July 2, 2006",0,0,0.13,,20,,5,,5,<,5
"July 1, 2006",0,0.13,0.13,<,5,,30,,40,,15
"June 29, 2006",0,0.05,0.05,,14,,18,,43,,18
"June 27, 2006",0,0,0.95,,2,,10,,2,<,2
"June 22, 2006",0,0,0.37,,57,,10,,2,,2
"June 17, 2006",0,0,0.1,,70,,82,,70,,80
"June 16, 2006",0,0.1,0.1,,4,,6,,2,<,2
"June 15, 2006",0.1,0.1,0.1,,340,,430,,133,,29
"June 12, 2006",0,0,0.43,,83,,8,,35,,22
"June 5, 2006",0,0.3,2.21,,64,,40,,44,,30
"June 1, 2006",0.12,0.12,0.12,<,2,<,2,,5,<,2
"September 2, 2005",0,0.19,0.22,<,2,,46,,18,,2
"August 25, 2005",0,0,0,,2,,10,,10,,29
"August 21, 2005",0.02,0.02,0.02,,45,,60,,150,,90
"August 20, 2005",0,0,0,,150,,200,,35,,45
"August 18, 2005",0,0,0,,210,,116,,230,,12
"August 17, 2005",0,0,0.13,,5,,40,,105,,75
"August 16, 2005",0,0.13,0.73,,155,,190,,70,,45
"August 15, 2005",0.13,0.73,0.8,,2200,,1600,,780,,6680
"August 14, 2005",0.6,0.67,0.67,,5,,65,,15,,5
"August 13, 2005",0.07,0.07,0.3,,500,,600,,5,,450
"August 12, 2005",0,0.23,0.23,,68,,162,,27,,11
"August 10, 2005",0,0.02,0.02,<,5,<,5,,5,<,5
"August 9, 2005",0.02,0.02,0.02,,10,,10,,120,,20
"August 8, 2005",0,0,0,,5,,30,,20,<,5
"August 7, 2005",0,0,0.55,,30,,15,,10,<,5
"August 6, 2005",0,0.55,0.55,,75,,70,,20,,2000
"August 4, 2005",0,0,0.01,,86,,81,,6,,6
"August 3, 2005",0,0.01,0.57,,135,,35,,845,,15
"August 2, 2005",0.01,0.57,0.57,,155,,20,,80,,320
"August 1, 2005",0.56,0.56,0.56,,20,,30,,485,,50
"July 31, 2005",0,0,0,,5,,25,<,5,,50
"July 30, 2005",0,0,0,<,5,,10,<,5,<,5
"July 29, 2005",0,0,0,<,2,,8,,60,<,2
"July 28, 2005",0,0,0,<,2,,24,,44,,25
"July 27, 2005",0,0,0,,5,<,5,,10,<,5
"July 26, 2005",0,0,0,<,5,,15,,70,,10
"July 25, 2005",0,0,0,,10,,30,<,5,<,5
"July 24, 2005",0,0,0.15,,10,,5,,5,<,5
"July 23, 2005",0,0.15,0.15,,30,,5,,155,,25
"July 22, 2005",0.15,0.15,0.15,,24,,11,,14,,4
"July 21, 2005",0,0,0,,52,,19,,30,,6
"July 20, 2005",0,0,0.03,,5,<,5,,45,,25
"July 19, 2005",0,0.03,0.03,<,5,,15,,5,<,5
"July 18, 2005",0.03,0.03,0.03,,5,<,5,,35,<,5
"July 17, 2005",0,0,0,,5,,30,,100,,60
"July 16, 2005",0,0,0,,5,,10,<,5,,10
"July 15, 2005",0,0,0,,14,,81,<,2,<,2
"July 13, 2005",0,0,0,<,5,,25,,15,,5
"July 12, 2005",0,0,0,<,5,,210,,5,,95
"July 11, 2005",0,0,0.2,,25,,45,,30,<,5
"July 10, 2005",0,0.2,1.15,<,5,,30,,20,,5
"July 9, 2005",0.2,1.15,1.15,,150,,460,,190,,690
"July 6, 2005",2.04,2.04,2.04,,55,,15,,170,,5
"July 5, 2005",0,0,0,,15,,5,,240,<,5
"July 4, 2005",0,0,0,<,5,,5,,10,,5
"July 3, 2005",0,0,0,<,5,<,5,<,5,<,5
"July 2, 2005",0,0,0,<,5,<,5,,500,<,5
"July 1, 2005",0,0,0,,22,,41,,16,,18
"June 30, 2005",0,0,0,,57,,4,,5,,4
"June 24, 2005",0,0,0.03,,6,,2,<,2,,4
"June 23, 2005",0,0.03,0.03,,10,,16,,46,,22
"June 17, 2005",0.01,0.14,0.2,,81,,195,,420,,430
"June 16, 2005",0.13,0.19,0.19,,2,,103,,102,,40
"September 3, 2004",0,0,0,,6,,10,,16,,8
"September 2, 2004",0,0,0.17,,160,,168,,140,,600
"August 27, 2004",0,0,0,,20,,10,,2,,2
"August 26, 2004",0,0,0,,20,,4,,20,<,2
"August 21, 2004",1.05,1.16,1.16,,15,,60,<,5,,85
"August 20, 2004",0.11,0.11,0.11,<,2,,2,,2,<,2
"August 19, 2004",0,0,0.03,,16,,4,,4,<,2
"August 18, 2004",0,0.03,0.16,,5,,15,,5,<,5
"August 17, 2004",0.03,0.16,1.17,,40,,60,,100,,10
"August 16, 2004",0.13,1.14,1.15,,650,,420,,535,,30
"August 15, 2004",1.01,1.02,1.82,,5000,,5000,,60,,60
"August 14, 2004",0.01,0.81,1.36,<,5,,25,<,5,,25
"August 13, 2004",0.8,1.35,1.35,,95,,164,,89,,35
"August 12, 2004",0.55,0.55,0.55,,10,,2,,8,,4
"August 11, 2004",0,0,0,,20,,10,,20,<,5
"August 10, 2004",0,0,0,,25,<,5,,35,,30
"August 9, 2004",0,0,0,,10,<,5,,10,,20
"August 8, 2004",0,0,0,,10,<,5,<,5,,5
"August 7, 2004",0,0,0.34,,5,,5,,10,,75
"August 6, 2004",0,0.34,0.34,,105,,88,,125,,125
"August 5, 2004",0.34,0.34,0.34,,75,,102,,87,,49
"August 4, 2004",0,0,0,,5,,5,,15,<,5
"August 3, 2004",0,0,0,<,5,<,5,<,5,,5
"August 2, 2004",0,0,0,<,5,,25,,30,,5
"August 1, 2004",0,0,0,,10,,15,,400,<,5
"July 31, 2004",0,0,0,,20,,10,,320,<,5
"July 30, 2004",0,0,0.21,,10,,10,,110,,8
"July 29, 2004",0,0.21,0.27,,80,,168,,52,,89
"July 28, 2004",0.21,0.27,0.27,,300,,350,<,5,,50
"July 27, 2004",0.06,0.06,0.06,,75,<,5,,15,,10
"July 26, 2004",0,0,1.2,,40,<,5,<,5,,5
"July 25, 2004",0,1.2,1.2,,150,,1000,,250,,105
"July 24, 2004",1.2,1.2,1.2,,,,10,,20,,5
"July 23, 2004",0,0,0,,13,,8,,24,,49
"July 22, 2004",0,0,0,,27,,19,,44,,55
"July 21, 2004",0,0,0.04,<,5,,40,<,5,<,5
"July 20, 2004",0,0.04,0.04,<,5,,150,,15,,10
"July 19, 2004",0.04,0.04,0.04,,140,,600,,750,,45
"July 18, 2004",0,0,0,,5,<,5,<,5,,15
"July 17, 2004",0,0,0,,5,,30,,25,<,5
"July 16, 2004",0,0,0.44,,29,<,2,,8,,2
"July 15, 2004",0,0.44,0.61,,60,,78,,350,,35
"July 14, 2004",0.44,0.61,0.61,,860,,1960,,200,,15
"July 13, 2004",0.17,0.17,0.17,,80,,5,<,5,,100
"July 12, 2004",0,0,0,<,5,,50,,15,<,5
"July 11, 2004",0,0,0,,10,,60,<,5,<,5
"July 10, 2004",0,0,0.06,,10,<,5,<,5,,25
"July 9, 2004",0,0.06,0.06,,20,,84,,98,,46
"July 8, 2004",0.06,0.06,0.06,,30,,48,,38,,6
"July 7, 2004",0,0,0.88,,95,,55,,150,,80
"July 6, 2004",0,0.88,0.88,,55,,30,,60,,5000
"July 5, 2004",0.88,0.88,0.88,,,,45,,5,,10
"July 2, 2004",0.7,0.81,0.81,,84,,60,,2,<,2
"July 1, 2004",0.11,0.11,0.15,,2,,18,,8,,8
"June 25, 2004",0.2,0.2,0.2,,19,,8,,8,,2
"June 24, 2004",0,0,0,,6,,25,,6,,46
"June 18, 2004",0.09,0.1,0.1,,35,,300,,52,,18
"June 17, 2004",0.01,0.01,0.01,,224,,4,,35,,38
"August 29, 2003",0,0,0,,6,,2,,2,<,2
"August 28, 2003",0,0,0,,23,,25,,24,,8
"August 23, 2003",0,0.07,0.07,<,5,,5,,15,,10
"August 22, 2003",0.07,0.07,0.07,,8,,2,<,2,,16
"August 21, 2003",0,0,0,,57,,74,,13,,34
"August 20, 2003",0,0,0,,5,,5,,5,,5
"August 19, 2003",0,0,0.03,,10,,10,,10,,25
"August 18, 2003",0,0.03,0.03,,10,,150,,5,,5
"August 17, 2003",0.03,0.03,0.03,,20,,65,<,5,<,5
"August 16, 2003",0,0,0,,25,,50,,20,<,5
"August 15, 2003",0,0,0.05,,16,,22,,30,,18
"August 14, 2003",0,0.05,0.09,,24,,64,,24,,78
"August 13, 2003",0.05,0.09,0.09,,5,,10,<,5,,80
"August 12, 2003",0.04,0.04,0.25,,5,,75,,460,,10
"August 11, 2003",0,0.21,0.22,,5,,25,,350,,5
"August 10, 2003",0.21,0.22,1.11,,10,<,5,<,5,<,5
"August 9, 2003",0.01,0.9,1.25,,5,,15,<,5,<,5
"August 8, 2003",0.89,1.24,1.24,,1300,,4600,,3700,,1120
"August 7, 2003",0.35,0.35,0.36,,2,,14,,2,,2
"August 6, 2003",0,0.01,0.25,,5,,15,,15,,5
"August 5, 2003",0.01,0.25,0.41,,100,,40,,40,<,5
"August 4, 2003",0.24,0.4,0.45,,5,,60,,15,<,5
"August 3, 2003",0.16,0.21,1.06,,5,,155,,5,<,5
"August 2, 2003",0.05,0.9,0.9,,45,,70,,5500,<,5
"August 1, 2003",0.85,0.85,0.85,,66,,74,,10,,250
"July 31, 2003",0,0,0,,50,<,2,,22,,2
"July 30, 2003",0,0,0,,10,,15,,45,,5
"July 29, 2003",0,0,0,,10,,20,,25,<,5
"July 28, 2003",0,0,0,,30,,15,,130,,35
"July 27, 2003",0,0,0,<,5,,5,<,5,<,5
"July 26, 2003",0,0,0.23,<,5,<,5,,10,<,5
"July 25, 2003",0,0.23,0.86,,62,,28,,16,,2
"July 24, 2003",0.23,0.86,1.18,,88,,82,,72,,4
"July 23, 2003",0.63,0.95,0.95,,1390,,140,,5500,,35
"July 22, 2003",0.32,0.32,0.32,,15,<,5,,25,,45
"July 21, 2003",0,0,0.43,,5,,20,,5,,5
"July 20, 2003",0,0.43,0.6,<,5,,60,<,5,<,5
"July 19, 2003",0.43,0.6,0.6,<,5,,140,,95,<,5
"July 18, 2003",0.17,0.17,0.19,,18,,92,,8,,94
"July 17, 2003",0,0.02,0.02,,16,,28,,120,,690
"July 16, 2003",0.02,0.02,0.02,,10,,85,,15,,5
"July 15, 2003",0,0,0,,20,<,5,<,5,,5
"July 14, 2003",0,0,0,,45,,40,,65,,5
"July 13, 2003",0,0,0.21,,20,,10,<,5,<,5
"July 12, 2003",0,0.21,0.21,,130,,115,,30,<,5
"July 11, 2003",0.21,0.21,0.31,,320,,48,,36,,20
"July 10, 2003",0,0.1,0.1,,52,,8,,,,20
"July 9, 2003",0.1,0.1,0.1,,10,,25,,5,<,5
"July 8, 2003",0,0,0,<,5,,5,<,5,,10
"July 7, 2003",0,0,0,,25,,15,<,5,<,5
"July 2, 2003",0,0,0,,34,,32,,36,,48
"July 1, 2003",0,0,0,,40,,4,,72,,10
"June 27, 2003",0,0,0,,68,,24,,8,<,2
"June 26, 2003",0,0,0,,78,,32,,44,,10
"June 24, 2003",0,0.03,1.79,,260,,210,,650,,270
"June 20, 2003",0,0,0.16,,90,,64,,38,,42
"September 19, 2002",0,0,0,,84,,20,,68,,46
"September 12, 2002",0,0,0,,66,,68,,44,,60
"September 7, 2002",0,0,0,,14,,122,,4,,4
"September 5, 2002",0,0.35,0.74,,76,,230,,90,,104
"August 30, 2002",0.05,0.89,0.89,,1200,,2500,,850,,1410
"August 29, 2002",0.84,0.84,0.84,,100,,36,,4,,26
"August 24, 2002",0.27,0.29,0.76,,40,,4,,6,,6
"August 23, 2002",0.02,0.49,0.49,,162,,154,,10,,64
"August 22, 2002",0.47,0.47,0.81,<,2,,2,,4,<,2
"August 21, 2002",0,0.34,0.34,,25,,10,,15,,5
"August 20, 2002",0.34,0.34,0.34,,1510,,115,,1520,,105
"August 19, 2002",0,0,0,,60,,5,,5,,5
"August 18, 2002",0,0,0.02,,30,,25,,15,,15
"August 17, 2002",0,0.02,0.02,<,5,,25,<,5,,10
"August 16, 2002",0.02,0.02,0.02,,2,,2,<,2,,2
"August 15, 2002",0,0,0,,8,,8,,2,,16
"August 14, 2002",0,0,0,,5,,10,,5,,10
"August 13, 2002",0,0,0,<,5,,20,<,5,,95
"August 12, 2002",0,0,0,<,5,<,5,<,5,<,5
"August 11, 2002",0,0,0,,90,,45,,25,,10
"August 10, 2002",0,0,0,,5,<,5,<,5,<,5
"August 9, 2002",0,0,0,<,2,,28,,88,<,2
"August 8, 2002",0,0,0,,2,,40,,18,,10
"August 7, 2002",0,0,0,,20,,20,,5,,10
"August 6, 2002",0,0,0,,10,,10,,100,,40
"August 5, 2002",0,0,0,,20,,25,,10,,10
"August 4, 2002",0,0,0.11,<,5,,10,,5,<,5
